"crowdflower_id","trusted_answers","last_answer_at","class","class_confidence","ground_truth_class","comments","account_type","dataset","twitter_user_id","twitter_screen_name"
"911071574","3","2016-04-04 10:51:34","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1388623428","OrinSwanston"
"911071575","3","2016-04-04 10:54:01","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1390147280","ElNicoGalan"
"911071576","3","2016-04-04 13:58:58","genuine","0.6458","genuine",,"genuine accounts","genuine accounts","1392517694","JasonMC18"
"911071577","3","2016-04-04 10:59:08","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1394692622","katlexm"
"911071578","3","2016-04-04 11:46:05","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1403795054","KeivaSiobhan"
"911071579","3","2016-04-04 11:58:46","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1404817634","yomeko417"
"911071580","3","2016-04-04 10:31:38","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1408912964","AveryThatsMe"
"911071581","3","2016-04-04 10:31:16","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1413053256","gaurang9007"
"911071582","3","2016-04-04 11:42:19","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1414080518","xoayeli"
"911071583","3","2016-04-04 14:29:06","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1419394196","ChelliseB"
"911071584","3","2016-04-04 10:15:55","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1419791899","SoonerUT"
"911071585","3","2016-04-04 10:51:07","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1421737704","eva_ivy17"
"911071586","3","2016-04-04 11:24:54","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1425572605","AlexiaStaine"
"911071587","3","2016-04-04 11:58:52","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1425600583","obeykei_shawty"
"911071588","3","2016-04-04 11:50:53","spambot","0.3469","genuine","not same info","genuine accounts","genuine accounts","1426860613","joellquintero"
"911071589","3","2016-04-04 11:09:39","genuine","0.6494","genuine",,"genuine accounts","genuine accounts","1438656991","Erum00112"
"911071590","3","2016-04-04 11:58:07","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1446131569","lilyfan_"
"911071591","3","2016-04-04 11:59:59","genuine","1.0000","spambot",,"social spambots","social spambots #3","1446613350","ReynoldsSolutns"
"911071592","3","2016-04-04 11:35:17","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1448024869","SabAbelardoo"
"911071593","3","2016-04-04 11:20:21","spambot","0.6812","genuine",,"genuine accounts","genuine accounts","1450717308","moosegal"
"911071594","3","2016-04-04 11:36:14","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1456643797","BjTaylor89"
"911071595","3","2016-04-04 10:48:13","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1465100186","Jan_zie"
"911071596","3","2016-04-04 10:27:58","genuine","0.6735","genuine",,"genuine accounts","genuine accounts","1468885260","DivakaranDivya"
"911071597","3","2016-04-04 11:20:41","genuine","0.6308","genuine",,"genuine accounts","genuine accounts","1475800022","izabellawood_"
"911071598","3","2016-04-04 10:21:11","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1476770959","Landoushhh_95"
"911071599","3","2016-04-04 12:03:15","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1478592602","LotusTwin1"
"911071600","3","2016-04-04 11:03:49","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1484608740","nivedita_Him"
"911071601","3","2016-04-04 10:23:53","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1484793769","RenzGenova"
"911071602","3","2016-04-04 11:37:03","genuine","0.6567","spambot",,"social spambots","social spambots #3","1488844220","GraceBizSoltns"
"911071603","3","2016-04-04 11:58:47","unable","0.6594","genuine","Tweets are protected.
Whenever a problem prevents you from correctly accessing an account's page on Twitter, choose ""Unable to classify"" and add a brief description of the problem. As shown on the right, among these problems are those cases when an account has been suspended by Twitter, when a user intentionally deleted his/her account, and when a user chose to make his/her tweets private (this is called a protected acco","genuine accounts","genuine accounts","1492049473","zclausen1"
"911071604","3","2016-04-04 11:37:04","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #3","1496145050","WebScrapingUK"
"911071605","3","2016-04-04 11:09:33","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1502026416","0918Bask"
"911071606","3","2016-04-04 11:48:58","genuine","0.6950","genuine",,"genuine accounts","genuine accounts","1505023116","Ashfullanne"
"911071607","3","2016-04-04 12:02:13","genuine","0.6604","genuine",,"genuine accounts","genuine accounts","1514794812","PaulWil84104469"
"911071608","3","2016-04-04 11:51:36","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1518279440","dlemata"
"911071609","3","2016-04-04 11:18:05","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1527066073","Johnnysmalls78"
"911071610","3","2016-04-04 10:58:09","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1533004801","abpowers915"
"911071611","3","2016-04-04 10:21:11","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1536523513","roligaurvashist"
"911071612","3","2016-04-04 10:37:31","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1539759007","Kathryn_LC"
"911071613","3","2016-04-04 11:58:35","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1547325224","evelynlovessss"
"911071614","3","2016-04-04 10:36:14","genuine","0.6567","genuine",,"genuine accounts","genuine accounts","1549052863","Deadpool_ranger"
"911071615","3","2016-04-04 11:57:55","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1552210417","ksoonim"
"911071616","3","2016-04-04 11:14:03","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1552229736","lynnfletcherr"
"911071617","3","2016-04-04 10:35:55","unable","1.0000","genuine","protected
Tweet of @3shaa_ proteced
protected tweets","genuine accounts","genuine accounts","1553611423","3shaa_"
"911071618","3","2016-04-04 11:49:56","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1557371234","PALEBVTERA"
"911071619","3","2016-04-04 11:27:58","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1560481692","GwithianEvans"
"911071620","3","2016-04-04 10:48:13","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1563989414","tamponluke"
"911071621","3","2016-04-04 11:44:50","spambot","0.6605","genuine",,"genuine accounts","genuine accounts","1567482860","mr2kieu"
"911071622","3","2016-04-04 11:28:00","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1576039274","_offdatmiley"
"911071623","3","2016-04-04 10:21:28","unable","1.0000","genuine","@itheabhijeet's Tweets are protected.
protected tweets
tweets are protected","genuine accounts","genuine accounts","1579195092","itheabhijeet"
"911071624","3","2016-04-04 11:40:22","genuine","0.6442","spambot",,"social spambots","social spambots #3","1580244270","AADecoConcrete"
"911071625","3","2016-04-04 11:49:54","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1580923315","MsMuggin"
"911071626","3","2016-04-04 11:28:10","genuine","0.6515","genuine",,"genuine accounts","genuine accounts","1585408250","esther_rong"
"911071627","3","2016-04-04 10:45:25","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1587037303","scifizarry"
"911071628","3","2016-04-04 11:24:29","spambot","0.6812","genuine","User @tiinyy__ has not tweeted yet .","genuine accounts","genuine accounts","1587171373","TiiNYY__"
"911071629","3","2016-04-04 11:25:28","genuine","1.0000","spambot",,"social spambots","social spambots #3","1601378383","BAABizOp"
"911071630","3","2016-04-04 10:24:52","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1605128107","theresap345"
"911071631","3","2016-04-04 10:48:57","unable","1.0000","genuine","deleted account
Sorry, that page doesn’t exist!
Sorry, that page doesn’t exist!","genuine accounts","genuine accounts","1607335778","_thegrandwizard"
"911071632","3","2016-04-04 11:19:34","genuine","0.6707","genuine",,"genuine accounts","genuine accounts","1613091608","abba_helicopter"
"911071633","3","2016-04-04 11:42:55","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1616084173","ImBoshLady"
"911071634","3","2016-04-04 10:41:08","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1617515642","sofialozano_"
"911071635","3","2016-04-04 11:37:16","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1624512505","jheanettelouise"
"911071636","3","2016-04-04 11:08:47","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1630615782","teethrichdobi"
"911071637","3","2016-04-04 11:49:02","spambot","0.7000","spambot",,"social spambots","social spambots #3","1638815436","MomSellsApps"
"911071638","3","2016-04-04 10:30:22","genuine","0.6719","spambot",,"social spambots","social spambots #3","1639398596","Flickinger_LC"
"911071639","3","2016-04-04 14:06:38","unable","0.3702","genuine","No Tweets","genuine accounts","genuine accounts","1645989175","julyIuke"
"911071640","3","2016-04-04 10:23:30","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1647981619","SapeerY"
"911071641","3","2016-04-04 11:40:55","spambot","0.6497","genuine",,"genuine accounts","genuine accounts","1648972316","KayyMarie04"
"911071642","3","2016-04-04 10:52:55","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1650551064","monstermotsch"
"911071643","3","2016-04-04 10:40:52","genuine","0.6403","genuine",,"genuine accounts","genuine accounts","1655718626","_RickyBindra"
"911071644","3","2016-04-04 11:15:09","genuine","0.6618","genuine",,"genuine accounts","genuine accounts","1657000316","918Susie"
"911071645","3","2016-04-04 10:24:56","unable","0.7164","genuine","@dffelonia22's Tweets are protected.
Protected tweets.","genuine accounts","genuine accounts","1657329912","dffelonia22"
"911071646","3","2016-04-04 11:18:47","spambot","0.7077","genuine",,"genuine accounts","genuine accounts","1658247169","kazesira"
"911071647","3","2016-04-04 11:48:06","unable","0.6774","genuine","no informations
Tweets of this user are protected","genuine accounts","genuine accounts","1659710504","FabraysBrittany"
"911071648","3","2016-04-04 11:24:01","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1662017995","lbrenn3"
"911071649","3","2016-04-04 11:10:56","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1662025328","tallarass"
"911071650","3","2016-04-04 11:48:30","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1664307984","_laureldaniel"
"911071651","3","2016-04-04 11:21:58","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1675170325","NakiGirl2013"
"911071652","3","2016-04-04 11:50:11","genuine","0.6574","genuine",,"genuine accounts","genuine accounts","1676579581","salemalbarjass"
"911071653","3","2016-04-04 11:54:39","spambot","0.7167","spambot",,"social spambots","social spambots #3","1686841579","ZempCareers"
"911071654","3","2016-04-04 11:30:46","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1689431460","mammothmiller"
"911071655","3","2016-04-04 11:39:54","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1690030831","K_smaacks"
"911071656","3","2016-04-04 10:08:07","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1692540942","jjeezy"
"911071657","3","2016-04-04 11:35:54","spambot","0.6618","spambot",,"social spambots","social spambots #3","1699325190","Life_Swirl"
"911071658","3","2016-04-04 11:33:40","genuine","1.0000","spambot",,"social spambots","social spambots #3","1699371337","BizBayArea"
"911071659","3","2016-04-04 10:54:36","spambot","0.7077","spambot",,"social spambots","social spambots #3","1702860350","Best_Biz_Books"
"911071660","3","2016-04-04 10:49:34","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1705187497","sunshine_lorena"
"911071661","3","2016-04-04 11:31:22","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1712224658","ItsYsko"
"911071662","3","2016-04-04 11:43:12","spambot","0.6829","genuine",,"genuine accounts","genuine accounts","1716457568","beezjm"
"911071663","3","2016-04-04 10:45:25","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1724424804","tulipduchess"
"911071664","3","2016-04-04 11:47:50","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1727495887","Alsagermaha"
"911071665","3","2016-04-04 10:41:28","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1729686344","JanaDanelle92"
"911071666","3","2016-04-04 11:59:58","genuine","0.6659","genuine",,"genuine accounts","genuine accounts","1730251326","cole_rascal"
"911071667","3","2016-04-04 10:48:13","genuine","0.6563","genuine","profile information is not available.","genuine accounts","genuine accounts","1732923944","overndover"
"911071668","3","2016-04-04 11:25:31","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1733095801","1Nicoleromany"
"911071669","3","2016-04-04 11:23:55","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1736045779","MandylouGraham"
"911071670","3","2016-04-04 11:25:05","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1816114694","l_eolyf"
"911071671","3","2016-04-04 10:49:39","genuine","0.6812","genuine",,"genuine accounts","genuine accounts","1853487314","ELee0712"
"911071672","3","2016-04-04 10:14:49","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1855455756","Tmigl21"
"911071673","3","2016-04-04 10:48:28","spambot","1.0000","genuine",,"genuine accounts","genuine accounts","1856665320","whysoseriousHmm"
"911071674","3","2016-04-04 10:19:01","genuine","0.6377","spambot",,"social spambots","social spambots #3","1857048475","TechTrawler"
"911071675","3","2016-04-04 11:46:15","spambot","0.6973","spambot",,"social spambots","social spambots #3","1858638313","LikeMindedPpl"
"911071676","3","2016-04-04 10:25:27","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1860371966","v1ck_mendoza"
"911071677","3","2016-04-04 11:36:55","genuine","0.6377","genuine",,"genuine accounts","genuine accounts","1871678053","shairadalog"
"911071678","3","2016-04-04 11:52:48","genuine","0.6957","genuine",,"genuine accounts","genuine accounts","1874015534","AnuraagKalluri"
"911071679","3","2016-04-04 10:24:56","spambot","0.6269","spambot",,"social spambots","social spambots #1","1875894918","MaximilianTomix"
"911071680","3","2016-04-04 11:20:41","genuine","0.6738","genuine",,"genuine accounts","genuine accounts","1882244610","kingkassandra"
"911071681","3","2016-04-04 11:57:59","spambot","0.7025","genuine",,"genuine accounts","genuine accounts","1888522045","jlo_azad"
"911071682","3","2016-04-04 10:35:55","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1895160985","madelineb18"
"911071683","3","2016-04-04 11:35:29","unable","1.0000","genuine","averyruthh's Tweets are protected.
protected account
@averyruthh's Tweets are protected.","genuine accounts","genuine accounts","1901069808","averyruthh"
"911071684","3","2016-04-04 10:55:36","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1901595415","pritybaleja"
"911071685","3","2016-04-04 11:14:28","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1902706704","amberbrown2528"
"911071686","3","2016-04-04 11:22:20","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #3","1903823016","ITJobBoardExec"
"911071687","3","2016-04-04 11:59:17","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #3","1907435238","ITJobs_Nikki"
"911071688","3","2016-04-04 11:30:41","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1908684955","conandteresa"
"911071689","3","2016-04-04 11:24:01","spambot","1.0000","genuine",,"genuine accounts","genuine accounts","1916380340","SexVegeta"
"911071690","3","2016-04-04 11:54:47","unable","1.0000","genuine","protected
protect account
Protected account","genuine accounts","genuine accounts","1918781300","whatevercabello"
"911071691","3","2016-04-04 11:06:16","unable","1.0000","genuine","protected
Access to Tweets @ ladyalexa199 limited.
protected","genuine accounts","genuine accounts","1921565318","ladyalexa199"
"911071692","3","2016-04-04 11:24:55","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1925081953","calebthompson_"
"911071693","3","2016-04-04 10:36:20","genuine","0.6889","genuine",,"genuine accounts","genuine accounts","1925580938","petwntz"
"911071694","3","2016-04-04 10:52:47","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1930770414","RilleraMichaela"
"911071695","3","2016-04-04 10:42:37","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1944374017","_Catess"
"911071696","3","2016-04-04 11:05:28","genuine","0.6896","genuine",,"genuine accounts","genuine accounts","1944581808","Eighty7n"
"911071697","3","2016-04-04 11:15:48","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1947320929","1Dniallprincess"
"911071698","3","2016-04-04 11:18:27","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1950803306","_QueenToraay"
"911071699","3","2016-04-04 10:50:25","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1961432316","WellsSiena"
"911071700","3","2016-04-04 11:43:47","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1964599820","pompeosmorrison"
"911071701","3","2016-04-04 11:32:27","spambot","1.0000","spambot",,"social spambots","social spambots #3","1967770471","UrBestPhonesBiz"
"911071702","3","2016-04-04 10:18:11","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1973718595","ambercarvan"
"911071703","3","2016-04-04 11:09:23","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1977477584","katelynreaddd"
"911071704","3","2016-04-04 11:02:15","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","1978360040","antmanhall5"
"911071705","3","2016-04-04 11:33:11","spambot","0.6667","genuine",,"genuine accounts","genuine accounts","1978992043","bbybunnylrh"
"911071706","3","2016-04-04 11:26:34","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2150270264","schoolgeorgeq"
"911071707","3","2016-04-04 10:46:53","genuine","0.6563","genuine",,"genuine accounts","genuine accounts","2150448842","TheAnkitDalal"
"911071708","3","2016-04-04 11:40:40","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2152052819","AsianHesus"
"911071709","3","2016-04-04 11:23:02","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2157382005","19_Joanne_87"
"911071710","3","2016-04-04 10:52:01","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2158122428","MareikeOhlberg"
"911071711","3","2016-04-04 11:30:31","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2159707566","xomayaa__"
"911071712","3","2016-04-04 11:44:23","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2160196098","TheQueenRatch"
"911071713","3","2016-04-04 11:53:40","genuine","1.0000","spambot",,"social spambots","social spambots #1","2165578174","katherynsmiles"
"911071714","3","2016-04-04 11:39:54","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2166124159","GoooEmiliooo"
"911071715","3","2016-04-04 14:06:38","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2166704005","RochieeChance"
"911071716","3","2016-04-04 11:02:14","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2167115233","evewby"
"911071717","3","2016-04-04 10:58:37","genuine","0.6940","genuine",,"genuine accounts","genuine accounts","2168701743","GarceauThomas"
"911071718","3","2016-04-04 10:48:17","spambot","1.0000","genuine",,"genuine accounts","genuine accounts","2172356485","kumamoto_chan"
"911071719","3","2016-04-04 11:57:10","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2180236966","Roxaayyyyyy"
"911071720","3","2016-04-04 11:12:19","genuine","0.6541","genuine",,"genuine accounts","genuine accounts","2182527116","MrssHoran70"
"911071721","3","2016-04-04 11:47:35","spambot","0.6518","spambot",,"social spambots","social spambots #3","2183757256","BestIncomeOpp"
"911071722","3","2016-04-04 11:23:55","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2185613491","glenda_royo"
"911071723","3","2016-04-04 11:25:29","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2187570536","adityaarif"
"911071724","3","2016-04-04 11:35:05","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2200425967","GLTCHINTHESYSTM"
"911071725","3","2016-04-04 11:21:29","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2202044150","BellewDanielle"
"911071726","3","2016-04-04 10:14:25","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2210140580","BrianGannon24"
"911071727","3","2016-04-04 10:52:42","genuine","1.0000","spambot",,"social spambots","social spambots #2","2212794786","VinnieWacyk"
"911071728","3","2016-04-04 10:38:10","genuine","1.0000","spambot",,"social spambots","social spambots #2","2212841905","ChereeMoustafa"
"911071729","3","2016-04-04 10:59:54","genuine","1.0000","spambot",,"social spambots","social spambots #2","2212877216","ShaylaStivers"
"911071730","3","2016-04-04 10:51:07","genuine","1.0000","spambot",,"social spambots","social spambots #2","2212897620","NuBradeen"
"911071731","3","2016-04-04 11:33:40","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2214453095","Beautifucked"
"911071732","3","2016-04-04 10:35:55","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2218308561","JetLife69_"
"911071733","3","2016-04-04 11:24:50","genuine","1.0000","spambot",,"social spambots","social spambots #1","2221181299","bombarden"
"911071734","3","2016-04-04 11:56:24","genuine","1.0000","spambot",,"social spambots","social spambots #2","2226865152","ZofiaGarry"
"911071735","3","2016-04-04 11:43:57","unable","0.6669","genuine","protected tweets
Protected","genuine accounts","genuine accounts","2229081645","jasonsutton20"
"911071736","3","2016-04-04 10:28:00","genuine","0.6923","spambot",,"social spambots","social spambots #3","2231823601","SGBizSolutions"
"911071737","3","2016-04-04 10:24:48","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2234967314","kailie_12"
"911071738","3","2016-04-04 11:18:25","genuine","1.0000","spambot",,"social spambots","social spambots #3","2236528326","KharasSmallBiz"
"911071739","3","2016-04-04 10:41:54","genuine","0.6528","spambot",,"social spambots","social spambots #3","2236528682","JKharasBiz"
"911071740","3","2016-04-04 11:22:17","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2236789484","RobinBryant80"
"911071741","3","2016-04-04 11:38:19","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2237387860","grayson_murphy"
"911071742","3","2016-04-04 10:34:08","spambot","1.0000","spambot",,"social spambots","social spambots #3","2240858066","_DimasJr"
"911071743","3","2016-04-04 11:46:20","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2244762307","Acy_Canono23"
"911071744","3","2016-04-04 11:28:10","genuine","0.6515","genuine",,"genuine accounts","genuine accounts","2245115129","HalfordMax4"
"911071745","3","2016-04-04 10:55:23","spambot","0.6618","spambot",,"social spambots","social spambots #3","2247690122","SpearsResources"
"911071746","3","2016-04-04 10:22:57","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2248762537","AlZahraaokay"
"911071747","3","2016-04-04 11:36:31","genuine","0.6512","genuine",,"genuine accounts","genuine accounts","2250794221","MSalmanTayyab1"
"911071748","3","2016-04-04 10:29:55","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2256345201","Blessingz3D"
"911071749","3","2016-04-04 10:57:13","genuine","0.6923","spambot",,"social spambots","social spambots #1","2258779736","carlogabardelli"
"911071750","3","2016-04-04 11:09:04","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2259016411","ChloeWalker98"
"911071751","3","2016-04-04 11:36:59","genuine","0.7167","genuine","the account page are different with respect to those reported in the job interface","genuine accounts","genuine accounts","2260257427","raifamabilangan"
"911071752","3","2016-04-04 10:21:28","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2260634148","abzbrigrier"
"911071753","3","2016-04-04 11:29:36","genuine","0.6479","genuine",,"genuine accounts","genuine accounts","2263565293","mkdeerhunter28"
"911071754","3","2016-04-04 11:40:04","unable","0.6715","genuine","no tweet
no tweets","genuine accounts","genuine accounts","2263714776","gottagetouj"
"911071755","3","2016-04-04 11:26:17","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2265546086","ohmymeth"
"911071756","3","2016-04-04 11:47:50","genuine","0.6732","genuine",,"genuine accounts","genuine accounts","2266004940","ObedPwg"
"911071757","3","2016-04-04 10:58:51","spambot","1.0000","spambot",,"social spambots","social spambots #1","2266513298","JQuotesBOT"
"911071758","3","2016-04-04 10:11:17","genuine","1.0000","spambot",,"social spambots","social spambots #1","2267333220","mariafolecchia"
"911071759","3","2016-04-04 12:04:04","genuine","0.6877","genuine",,"genuine accounts","genuine accounts","2267991852","elizagayIor"
"911071760","3","2016-04-04 10:52:57","genuine","1.0000","spambot",,"social spambots","social spambots #1","2268586645","AngeloGargiuli"
"911071761","3","2016-04-04 11:28:01","genuine","1.0000","spambot",,"social spambots","social spambots #1","2268606518","arielamonella"
"911071762","3","2016-04-04 11:58:49","genuine","1.0000","spambot",,"social spambots","social spambots #1","2268625764","alegenova77"
"911071763","3","2016-04-04 11:41:51","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2269218732","emmasalsburyy"
"911071764","3","2016-04-04 11:55:47","genuine","1.0000","spambot",,"social spambots","social spambots #1","2270714558","giuliasantorini"
"911071765","3","2016-04-04 11:50:11","genuine","0.6525","spambot",,"social spambots","social spambots #2","2271287168","DarlaWidmar"
"911071766","3","2016-04-04 10:33:47","genuine","1.0000","spambot",,"social spambots","social spambots #1","2271303860","mariming88"
"911071767","3","2016-04-04 10:51:05","spambot","0.6471","spambot",,"social spambots","social spambots #1","2272013406","chiaragaral"
"911071768","3","2016-04-04 11:42:55","genuine","1.0000","spambot",,"social spambots","social spambots #1","2272022072","mariocoletta"
"911071769","3","2016-04-04 11:57:54","genuine","1.0000","spambot",,"social spambots","social spambots #1","2272038535","lauramanasse"
"911071770","3","2016-04-04 11:31:55","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2272589820","freedomlasso"
"911071771","3","2016-04-04 10:16:45","genuine","1.0000","spambot",,"social spambots","social spambots #1","2272618428","maurocovacich"
"911071772","3","2016-04-04 10:54:21","genuine","1.0000","spambot",,"social spambots","social spambots #1","2272837002","caroladiniego"
"911071773","3","2016-04-04 10:25:40","genuine","1.0000","spambot",,"social spambots","social spambots #1","2273349732","alessandrucarla"
"911071774","3","2016-04-04 10:58:09","unable","0.6269","genuine","no tweet
cant classify","genuine accounts","genuine accounts","2273502326","chrscolfrs"
"911071775","3","2016-04-04 11:18:42","genuine","1.0000","spambot",,"social spambots","social spambots #1","2273614820","saracianca"
"911071776","3","2016-04-04 10:42:40","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2273691318","justine_jm"
"911071777","3","2016-04-04 11:14:50","genuine","1.0000","spambot",,"social spambots","social spambots #1","2274254095","carlomistoni"
"911071778","3","2016-04-04 11:46:15","genuine","0.6768","spambot",,"social spambots","social spambots #1","2274822360","massimoliorni"
"911071779","3","2016-04-04 10:13:35","genuine","1.0000","spambot",,"social spambots","social spambots #1","2274833028","morenabisceglie"
"911071780","3","2016-04-04 11:40:31","genuine","0.6698","spambot",,"social spambots","social spambots #1","2275243363","micaelabarbiera"
"911071781","3","2016-04-04 11:33:47","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2275376744","mitchthesquint"
"911071782","3","2016-04-04 12:01:14","genuine","1.0000","spambot",,"social spambots","social spambots #1","2276437098","francocarinis"
"911071783","3","2016-04-04 10:33:47","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","2276634303","cacypob"
"911071784","3","2016-04-04 11:44:13","genuine","1.0000","spambot",,"social spambots","social spambots #1","2277235752","karencelci"
"911071785","3","2016-04-04 12:00:07","genuine","1.0000","spambot",,"social spambots","social spambots #1","2277404047","marcogigliola"
"911071786","3","2016-04-04 11:42:33","spambot","0.6648","spambot",,"social spambots","social spambots #1","2278869114","MinoCasalino"
"911071787","3","2016-04-04 11:48:25","genuine","0.6678","spambot",,"social spambots","social spambots #1","2280712068","AndreaSmiti"
"911071788","3","2016-04-04 11:31:03","genuine","1.0000","spambot",,"social spambots","social spambots #1","2281408404","MarcoSistina"
"911071789","3","2016-04-04 11:34:56","genuine","0.6653","spambot",,"social spambots","social spambots #1","2281419193","ErwinBeaver"
"911071790","3","2016-04-04 10:45:03","genuine","1.0000","spambot",,"social spambots","social spambots #1","2281719673","serenagragni"
